DESCRIPTION,HASHTAGS,DATE_POSTED,COMMENTS_COUNT,LIKES_COUNT,VIDEO_VIEW_COUNT,COMMENT_TEXT,SENTIMENT
"The #MeToo movement has put sexual harassment in the spotlight, but it is definitely not a new occurrence.

In a nationwide study conducted by the UC San Diego Center on Gender Equity and Health, 81% of women reported experiencing some form of sexual harassment and/or assault in their lifetime. 38% of these women reported the offenses happening in their workplace or school.

Being the victim of sexual harassment in the workplace can have a devastating impact mentally and emotionally on a person. No one should have to face the burdens of workplace harassment alone.

If you feel you have been harassed or mistreated in the workplace, call me today to set up a case evaluation at 423-406-1151.
.
.
.
#virginialaw #tennesseelaw #employmentattorney #civilrightsattorney #kingsport #bristoltn #bristolva #abingdon #swva #northeasttennessee #johnsoncitytn #greenevilletn #kingsporttn #tricitiestn #metoo #sexualharassment","[""#MeToo"",""#virginialaw"",""#tennesseelaw"",""#employmentattorney"",""#civilrightsattorney"",""#kingsport"",""#bristoltn"",""#bristolva"",""#abingdon"",""#swva"",""#northeasttennessee"",""#johnsoncitytn"",""#greenevilletn"",""#kingsporttn"",""#tricitiestn"",""#metoo"",""#sexualharassment""]",2024-02-28,0,4,0,[],negative
".
.
.
.
Deseo en contexto.
Contrato social.
Punitivismo.
Feminismo.
Neoliberalismo sexual.
Desigualdad sistémica.
Silencio responsable.
Derecho a duda.
.
.
.
#solosiessi #metoo #manada #nomeansno #judithbutler #consentimiento #contexto #sex #contract #goodreading","[""#solosiessi"",""#metoo"",""#manada"",""#nomeansno"",""#judithbutler"",""#consentimiento"",""#contexto"",""#sex"",""#contract"",""#goodreading""]",2024-02-28,0,-1,0,[],neutral
"The work is never done. 
#avengers #bachelor #supreme #billionare  #cannabis  #feminism #metoo #money #married #nba #relationship","[""#avengers"",""#bachelor"",""#supreme"",""#billionare"",""#cannabis"",""#feminism"",""#metoo"",""#money"",""#married"",""#nba"",""#relationship""]",2024-02-28,0,0,0,[],neutral
"Now that we're cruising through our early 30s, one thing we'd scream at our younger selves is: choose and take care of yourself first, follow your dreams ( they will change & that’s okay), don’t chase or beg people to treat you how you deserve to be treated, don’t waste your love and effort bending backwards for people that you’re disposable to. 

You are the main character of your life, give yourself a big smooch 💋in the mirror: you deserve to feel safe, loved, and validated.
 Love Angie & Kat ❤️

#BreakTheSilence #SurvivorStrong #SupportSurvivors #SexualAssaultAwareness #EmpowerSurvivors #TogetherAgainstViolence #Speakout #AdvocacyMatters #SafetyForAll#NoMoreViolence #BelieveSurvivors #StandUpSpeakout #CommunitySupport #ChangeMakers #EndRapeCulture #MeTooMovement #Consent #PurpledoorTX #TMI #TheMariposaInitiative","[""#BreakTheSilence"",""#SurvivorStrong"",""#SupportSurvivors"",""#SexualAssaultAwareness"",""#EmpowerSurvivors"",""#TogetherAgainstViolence"",""#Speakout"",""#AdvocacyMatters"",""#NoMoreViolence"",""#BelieveSurvivors"",""#StandUpSpeakout"",""#CommunitySupport"",""#ChangeMakers"",""#EndRapeCulture"",""#MeTooMovement"",""#Consent"",""#PurpledoorTX"",""#TMI"",""#TheMariposaInitiative""]",2024-02-23,0,3,0,[],positive
"🎭La actriz francesa Judith Godrèche toma la palabra en la gala de los #Cesars2024 por el #MeToo del cine francés y pide que los hombres acusados de abusos dejen de participar activamente en el cine.

➡️Más info en el link de la bio","[""#Cesars2024"",""#MeToo""]",2024-02-28,0,57,0,[],negative
"Relationships aren't set in stone, they can shift and evolve over time. While healthy relationships can bring us closer, unhealthy ones may start to exhibit concerning behaviours such as threats, control, or even physical aggression. 

These signs can sometimes be subtle, masked by the initial excitement of a new connection. Here are some signs of a healthy relationship and red flags that indicate potential issues. 

Remember, while relationships naturally evolve, they should never compromise your safety or independence. Healthy relationships are built on respect, open communication, and mutual understanding.

#HealthyRelationships #ToxicBehavioursAwareness #LoveActually #HRTB #SpreadLove #CollectiveImpact #support #traumarecovery #consent #sexualviolence #nonprofit #mentalhealthawareness #mentalhealth #metoo #rapeculture #support #traumarecovery #sexualviolence #mentalhealthawareness #DomesticAbuse #DomesticViolence #SexualCoercion #Rape","[""#HealthyRelationships"",""#ToxicBehavioursAwareness"",""#LoveActually"",""#HRTB"",""#SpreadLove"",""#CollectiveImpact"",""#support"",""#traumarecovery"",""#consent"",""#sexualviolence"",""#nonprofit"",""#mentalhealthawareness"",""#mentalhealth"",""#metoo"",""#rapeculture"",""#support"",""#traumarecovery"",""#sexualviolence"",""#mentalhealthawareness"",""#DomesticAbuse"",""#DomesticViolence"",""#SexualCoercion"",""#Rape""]",2024-02-26,2,12,0,"[""ꇙᗴᑎᗪ<ᑭᎥᑕ ♂️4⁷@MeNtAl_.CoMmUnItY"",""4⁷@mEnTaLhEaLtH._cOmMuNiTy""]",positive
"Une première enquête, puis une deuxième suite à d’autres plaintes et témoignages. Au total, nous sommes donc une cinquantaine de femmes à qui la justice aura répondu : trop tard. 
#ppda #affairePPDA #metoo #impunité #prescription #justice","[""#ppda"",""#affairePPDA"",""#metoo"",""#impunité"",""#prescription"",""#justice""]",2024-02-28,64,379,0,"[""Vous êtes nos sœurs de combats, vous avez par votre immense courage permis à d'autres de pousser un cri...J'ai un immense respect pour vous toutes en qui je crois profondément ! Merci. Femmes Vies Liberté pour nous toutes, au-delàdes frontières!💜"",""Tu sais @stephanie.khayat j’ai mis des années de ma vie dans mon combat contre mon assureur, les médecins experts frauduleux, les banquiers qui m’ont violé aussi quand j’avais les deux genoux à taire en me battant pour ne pas mourrir à l’hôpital suite à mon infection nosocomiale. J’étais une victime qui se faisait encore plus de mal… le traitement judiciaire a duré 12 ans. J’ai gagné en référé, au fond, en appel… la juge a dit stop n’allez pas en cassation à ces connards de banquiers et escrocs en tout genre… mais même si j’ai gagné face à tous ces monstres ça n’a pas soigné les blessures intérieures… il m’a fallu tout l’amour de Josie pour apaiser mon cœur et il m’a fallu aussi beaucoup d’aide de mon psy, il y a eu aussi tout le temps de méditation et de prière qui m’ont aidé aussi… ça fait du bien de faire une retraite spirituelle pour se recentrer, chasser le mal et ne pas le ressasser… s’autoriser à guérir de nos blessures, s’autoriser à ne plus être en guerre…\nVraiment l’amour sauve, le pardon aussi en son temps sauve. Il n’est pas facile à donner mais en arrivant à un certain point de la méditation et du travail de psychanalyse il devient une évidence et s’ouvre en cadeau pour nous libérer de nos souffrances. \nJe sais que tu traines cela depuis plus longtemps que mes souffrances mais parce que je t’aime tout autant que tes sœurs et que vous serez toujours mes amies même en vivant très loin de vous, je te souhaite vraiment de pouvoir te soulager ton âme de cet enfer qu’il t’impose. La vie est merveilleusement belle ne laisse personne te la détruire plus encore! 😘 Baci Stef!"",""Il n'y a jamais eu de justice !! Nous ne sommes pas des marchandises !!"",""Si j avais lu ça avant de donner une interview sur une chaîne canadienne , j’en aurai parlé. #DécalageHoraire"",""Avec vous. On vous croit ❤️"",""👏"",""👏👏👏"",""Tenir bon quoiqu’il en coûte 🔥❤"",""Ne lâchez rien. Et bravo à vous toutes d’avoir révélé l’indescriptible."",""Le combat continue. On oubliera jamais.""]",negative
#selfworthjourney #abusesurvivor #metoomovement #abuseawareness,"[""#selfworthjourney"",""#abusesurvivor"",""#metoomovement"",""#abuseawareness""]",2024-02-27,0,1,3,[],neutral
"Exciting News for Elevate: Books and Banter!  Our next read is “Unbound: My Story of Liberation and The Birth of the Me Too Movement” by the incredible Tarana Burke. Get ready for a thought-provoking journey through her powerful narrative.

This book is sure to be a catalyst for deep discussions, inspiring insights, and collective growth. Grab your copy, dive into the pages, and let’s explore together!

Mark your calendars for May 3rd! 
Join our FREE COMMUNITY book discussion led by Anna and an invigorating yoga class with Ylonda . Don’t miss this opportunity to connect, share perspectives, and elevate the conversation.

Ready to elevate your mind, body, and soul? Sign up now and be part of an enriching experience! 
LINK IN BIO/EVENTS #ElevateBooksAndBanter #UnboundByTaranaBurke #CommunityDiscussion #BookClubJoy #MeTooMovement #MindBodySoul #FreeEventAlert","[""#ElevateBooksAndBanter"",""#UnboundByTaranaBurke"",""#CommunityDiscussion"",""#BookClubJoy"",""#MeTooMovement"",""#MindBodySoul"",""#FreeEventAlert""]",2024-02-25,1,32,0,"[""Can't wait!!""]",positive
#cincycac #woundedhealers #cincy #downtowncincy #citybeatcincy #cincinnatimagazine #cincinnatiarts #artsincincy #artsincincinnati #cincinnati #buildabetterworld #meetoo #orangetheworld #metoomovement #domesticviolence #zontiansinaction #endchildmarriage #endgbv #endfgm #zontasaysno #days #cac #contemporaryartscenter #cincygram #healing #contemporaryart #activisim #architecture #zahahadid #marketbleu,"[""#cincycac"",""#woundedhealers"",""#cincy"",""#downtowncincy"",""#citybeatcincy"",""#cincinnatimagazine"",""#cincinnatiarts"",""#artsincincy"",""#artsincincinnati"",""#cincinnati"",""#buildabetterworld"",""#meetoo"",""#orangetheworld"",""#metoomovement"",""#domesticviolence"",""#zontiansinaction"",""#endchildmarriage"",""#endgbv"",""#endfgm"",""#zontasaysno"",""#days"",""#cac"",""#contemporaryartscenter"",""#cincygram"",""#healing"",""#contemporaryart"",""#activisim"",""#architecture"",""#zahahadid"",""#marketbleu""]",2024-02-26,0,0,0,[],neutral
"-
本篇為騎腳踏車被機車騎士乘機猥褻的朋友
投稿分享作筆錄的經驗

：「我很不幸也很幸運，我被摸屁股後面一段就是派出所，我有記得車號、安全帽顏色、車色、車型，所以有找到對方、監視器有拍到，已報警、提告。

但真的過程太煎熬了，我目前還沒有辦法再重述我遇到的事情⋯⋯ 真的是夢魘，不想再回想，我現在騎腳踏車還是會害怕別人靠近⋯⋯」

#乘機猥褻 #motorcycle #騎車犯案 
#victimblaming  #metoo #rapeculture #feminism #abuse #abusesurvivor #feminist #nomeansno #victimshaming  #traumabonding #abuseawareness","[""#乘機猥褻"",""#motorcycle"",""#騎車犯案"",""#victimblaming"",""#metoo"",""#rapeculture"",""#feminism"",""#abuse"",""#abusesurvivor"",""#feminist"",""#nomeansno"",""#victimshaming"",""#traumabonding"",""#abuseawareness""]",2024-02-27,1,32,0,"[""有人發現這篇文的小彩蛋嗎""]",negative
"#Repost @thisisfeministbro with @get.repost
・・・
.
.

🏷️
.
.
.
.
.
.
.
.
.
#feminist #feminism #equality #girlpower #womenempowerment #love #feminista #feminismo #womensupportingwomen #womensrights #woman #metoo #selflove #feministart #humanrights #empowerment #intersectionalfeminism #equalrights #racism #girlboss #thefutureisfemale #domesticviolence #freedom #diversity #genderequality #equalityforall #rapeculture #abuse","[""#Repost"",""#feminist"",""#feminism"",""#equality"",""#girlpower"",""#womenempowerment"",""#love"",""#feminista"",""#feminismo"",""#womensupportingwomen"",""#womensrights"",""#woman"",""#metoo"",""#selflove"",""#feministart"",""#humanrights"",""#empowerment"",""#intersectionalfeminism"",""#equalrights"",""#racism"",""#girlboss"",""#thefutureisfemale"",""#domesticviolence"",""#freedom"",""#diversity"",""#genderequality"",""#equalityforall"",""#rapeculture"",""#abuse""]",2024-02-26,0,1,0,[],positive
".
.

🏷️
.
.
.
.
.
.
.
.
.
#feminist #feminism #equality #girlpower #womenempowerment #love #feminista #feminismo #womensupportingwomen #womensrights #woman #metoo #selflove #feministart #humanrights #empowerment #intersectionalfeminism #equalrights #racism #girlboss #thefutureisfemale #domesticviolence #freedom #diversity #genderequality #equalityforall #rapeculture #abuse","[""#feminist"",""#feminism"",""#equality"",""#girlpower"",""#womenempowerment"",""#love"",""#feminista"",""#feminismo"",""#womensupportingwomen"",""#womensrights"",""#woman"",""#metoo"",""#selflove"",""#feministart"",""#humanrights"",""#empowerment"",""#intersectionalfeminism"",""#equalrights"",""#racism"",""#girlboss"",""#thefutureisfemale"",""#domesticviolence"",""#freedom"",""#diversity"",""#genderequality"",""#equalityforall"",""#rapeculture"",""#abuse""]",2024-02-28,221,6558,0,"[""They probably dpnt care sadly"",""Or because you didn’t want to “disappoint” the other person""]",positive
#gauche #lfi #npa #melenchon #insoumis #immigration #ruffin #jadot #anticapitalisme #feminism #metoo #badinter #ivg,"[""#gauche"",""#lfi"",""#npa"",""#melenchon"",""#insoumis"",""#immigration"",""#ruffin"",""#jadot"",""#anticapitalisme"",""#feminism"",""#metoo"",""#badinter"",""#ivg""]",2024-02-28,0,3,0,[],neutral
"Trigger Warning: Sexual Assault 

We continue to honor Black History Month by highlighting Tarana Burke founder of the #MeTooMovement in 2006 to support women who have experienced sexual assault. Through sharing her own experience Burke helped other women, especially black, share their stories and help a movement that encourages an end to sexual assault 

To learn more: 
Me Too: https://shorturl.at/ktIJP
Women History: https://shorturl.at/alrHP
Guardian: http://tinyurl.com/mrxybp2c

#thearcsf #IDD #IntellectualDisabilities #SanFrancisco #blm #blacklivesmatter #BlackHistoryMonth #TaranaBurke #MeToo #Advocacy 

Image Description: An image of Tarana Burke, symbols of Black History Month, and dates of birth.","[""#MeTooMovement"",""#thearcsf"",""#IDD"",""#IntellectualDisabilities"",""#SanFrancisco"",""#blm"",""#blacklivesmatter"",""#BlackHistoryMonth"",""#TaranaBurke"",""#MeToo"",""#Advocacy""]",2024-02-27,1,12,0,"[""🙏🏻🙏🏻""]",positive
"Le molestie online si fanno sempre più sofisticate e pericolose, soprattutto per i giovanissimi. Secondo un sondaggio, il 59% degli adolescenti statunitensi ha avuto almeno un’esperienza diretta di molestie online.
Nel corso del tempo, le piattaforme hanno promesso interventi più o meno risolutori, che però si sono rivelati inefficaci.
Si è parlato di verificare l’età dell’utente tramite carta di credito o documento d’identità, o con il riconoscimento facciale; ma un bambino può usare le carte di credito o d’identità che trova in casa, e i sistemi di riconoscimento facciale potrebbero non calcolare bene l’età.
Anche i meccanismi di parental control sono facili da aggirare: su Instagram per esempio molti minori hanno aperto account business per evitare la verifica dell’età. 
Peccato che quel tipo di profilo sia di default visibile a tutta la comunità online. 
E le minacce non sono solo nei social. 
EpicGames, casa produttrice del famosissimo videogioco Fortnite, è stata multata per aver raccolto i dati dei videogiocatori minorenni e averli indotti a fare acquisti in Rete senza verificare che ci fosse la supervisione di un genitore.
Una cosa è certa: i minori continuano a vedere contenuti inappropriati e a subire molestie e tentativi di adescamento, quindi le misure adottate dalle piattaforme sono più una facciata che un meccanismo di protezione funzionante.
Fintanto che non si avrà la piena – e reale – collaborazione da parte delle Big Tech, le norme rischiano di rimanere inapplicate.

https://www.agendadigitale.eu/sicurezza/molestie-ai-minori-in-aumento-inutili-le-contromisure-dei-social/

#donnenonfacciamoloinrete #revengeporn #cyberbullismo #metoo #violenzasulledonne #intimitaviolata #insiemeinrete #femminismo #sextorsion #quotes #victimblaming #pornografianonconsensuale #quellavoltache #digenere #wetoogether #cyberbullismo #sexting","[""#donnenonfacciamoloinrete"",""#revengeporn"",""#cyberbullismo"",""#metoo"",""#violenzasulledonne"",""#intimitaviolata"",""#insiemeinrete"",""#femminismo"",""#sextorsion"",""#quotes"",""#victimblaming"",""#pornografianonconsensuale"",""#quellavoltache"",""#digenere"",""#wetoogether"",""#cyberbullismo"",""#sexting""]",2024-02-28,0,10,0,[],negative
"// PROJET RÉCIT DE VIE //

Si vous êtes intéressé.e pour partager votre histoire, merci de m’écrire par mail : alma.mngr@gmail.com

Bien lire les conditions dans le post ! Se replonger dans des traumas ce n’est jamais anodin…

N’hésitez pas si vous avez des questions!

#vss #violences #violencessexuelles #victimes #violconjugal #metooviolconjugal #metoo #metoomovement #écriture #recit #temoignage #feminisme","[""#vss"",""#violences"",""#violencessexuelles"",""#victimes"",""#violconjugal"",""#metooviolconjugal"",""#metoo"",""#metoomovement"",""#écriture"",""#recit"",""#temoignage"",""#feminisme""]",2024-02-28,6,51,0,"[""Wahou… je trouve ce projet vraiment interessant…. J’y réfléchis mais il se peut que je vous écrive … merci en attendant pour toutes celles que vous aiderez … 💜💜"",""Bravo pour ce beau projet!"",""Bonjour,  c'est un beau projet... sspt présent pour ma part... je ne serai pas d'une grande aide... belle journée""]",neutral
"It's that kind of a week... Pfffft 🫤

#roevwade #ivf #womenshealth #violenceagainstwomen #metpolice #fuckthepatriarchy #timesup #metoo #sickofthisshit #divinewomen #sistersuffragette","[""#roevwade"",""#ivf"",""#womenshealth"",""#violenceagainstwomen"",""#metpolice"",""#fuckthepatriarchy"",""#timesup"",""#metoo"",""#sickofthisshit"",""#divinewomen"",""#sistersuffragette""]",2024-02-27,0,38,0,[],negative
"-
妨害性自主罪屬告訴乃論的狀況
包括配偶間的「強制猥褻」及「強制性交」
也就是說即便結婚了，請依然尊重另一半的性自主權
真的不想的時候不要勉強人家！

⚠️如果只是伴侶關係，沒有登記結婚、非配偶關係
違反對方意願進行強制猥褻及強制性交
都屬非告訴乃論罪哦

另外未滿18歲對未滿16歲之人進行準強制性交/猥褻
屬就學期間常有的性侵、性猥褻案
雖然是告訴乃論、採不告不理原則
還是希望校園間能落實完善的性教育及性別教育
如此一來才能盡可能避免憾事發生

#妨害性自主 #告訴乃論 #非告訴乃論 
#victimblaming  #metoo #rapeculture #feminism #abuse #abusesurvivor #feminist #nomeansno #victimshaming  #traumabonding #abuseawareness","[""#妨害性自主"",""#告訴乃論"",""#非告訴乃論"",""#victimblaming"",""#metoo"",""#rapeculture"",""#feminism"",""#abuse"",""#abusesurvivor"",""#feminist"",""#nomeansno"",""#victimshaming"",""#traumabonding"",""#abuseawareness""]",2024-02-26,0,23,0,[],positive
"Ich habe gerade ein Instagram-Post geschrieben, aber mein Beitrag ist auf Tricky official-Profil erschienen. (siehe Post)

#trickyofficial #tricky #metoo #metoomovement #rapeculture","[""#trickyofficial"",""#tricky"",""#metoo"",""#metoomovement"",""#rapeculture""]",2024-02-23,0,3,0,[],neutral
"Book 5 of 2024: Last year I read (and loved) “The Husbands” by Chandler Baker, and after that I added this book to my TBR. This book is “Big Little Lies” plus the #MeToo movement. A group of women in an office with their secrets, a spreadsheet of sexual offenders, mothers working full-time jobs and raising kids. The last element was common from The Husbands and I am a fan of how Chandler Baker describes the experience in such a universal language. 
I am not too fond of non-linear storytelling generally, and this book relies on that a lot to keep the secrecy about certain events. Blame it on my worldliness or the predictability of the story, I was able to figure out the “secrets” before these unraveled on the pages. This is not to say that I did not enjoy the book. 
The story seemed very regular to me, but it deserves telling because I am sure this is only a woman’s experience. There are still people (read: men AND women) who refuse to believe women when they are sexually harassed. In fact, this book shows the mental dilemma of one of the central characters when one of her work friends expects her support against a senior, while she is debating why she was never harassed at work. 
The book has universal truth bombs about harassment at work across departments, socio-economic strata, and industries. The female friendships, seemingly unconditional, are not all rosy in this book. These are real, imperfect women with betrayals, jealousies, and other myriad human emotions towards other women. 
Overall, an entertaining book which kept me invested in the imperfect characters and their pursuits.

#booksof2024 #books #reading #readersofinstagram #kindle #kindlepaperwhite #kindlereading #mumbai #mumbaireaders #bookstragram #whispernetwork #chandlerbaker #thehusbands #biglittlelies #metoomovement #womensupportingwomen #friendship #secrets","[""#MeToo"",""#booksof2024"",""#books"",""#reading"",""#readersofinstagram"",""#kindle"",""#kindlepaperwhite"",""#kindlereading"",""#mumbai"",""#mumbaireaders"",""#bookstragram"",""#whispernetwork"",""#chandlerbaker"",""#thehusbands"",""#biglittlelies"",""#metoomovement"",""#womensupportingwomen"",""#friendship"",""#secrets""]",2024-02-22,0,4,0,[],neutral
"CW: Sexual abuse, harassment, coercion, retaliation

A recent lawsuit has been filed against Disney by an employee, identified as Jane Doe, after the company concealed sexual misconduct by former executive Nolan Gonzales, and retaliated against her with a demotion.

She revealed that management repeatedly ignored complaints about Gonzales, allowing him to harass women without consequences due to his revenue-generating role. The lawsuit states that Gonzales assaulted Jane Doe multiple times in 2017 using drugs and coercion, with threats to release intimate videos if she resisted. 

Despite previous complaints, Gonzales reportedly stepped down in 2022 only after additional harassment reports surfaced. 

This lawsuit emphasizes the critical need for large corporations and studios to prioritize employee protection, and the importance of implementing robust policies to address complaints promptly and impartially. Today, and always, we stand with Jane Doe, survivors of Nolan Gonzales, and with all survivors and Silence Breakers.

#HireSurvivors #Hollywood #HireSurvivorsHollywood #Survivors #MeToo #MeTooMovement","[""#HireSurvivors"",""#Hollywood"",""#HireSurvivorsHollywood"",""#Survivors"",""#MeToo"",""#MeTooMovement""]",2024-02-22,0,72,0,[],negative
"𝐀̀ 𝐥𝐚 𝐔𝐧𝐞 𝐝𝐞 𝐓𝐫𝐢𝐛𝐮𝐧𝐞 𝐝𝐞 𝐋𝐲𝐨𝐧 𝐜𝐞𝐭𝐭𝐞 𝐬𝐞𝐦𝐚𝐢𝐧𝐞

📁 Dossier. Société. Violences sexuelles dans le sport. À Lyon, ils brisent la loi du silence
🔎 Focus. Politique. Le député lyonnais soupçonné d’ingérence étrangère et de corruption… Hubert Julien-Laferrière ou les tourments d’un « opportuniste »
🚗 Escapade. Entre volcans et terroir, balade à Salers dans le Cantal
—
Disponible en kiosques du jeudi 29 février au mercredi 6 mars 2024 ou en ligne (pour nos abonnés) ➡️ lien en bio
.
.
.
.
#tribunedelyon #magazine #lyon #sortiemag #kiosques #lyonnais #lyonnaises #société #histoires #violencessexuelles #sport #MeToo #violencessexuellesdanslesport #prévention #politique #escapade #balade #gastromomie #restaurants #économie #portrait","[""#tribunedelyon"",""#magazine"",""#lyon"",""#sortiemag"",""#kiosques"",""#lyonnais"",""#lyonnaises"",""#société"",""#histoires"",""#violencessexuelles"",""#sport"",""#MeToo"",""#violencessexuellesdanslesport"",""#prévention"",""#politique"",""#escapade"",""#balade"",""#gastromomie"",""#restaurants"",""#économie"",""#portrait""]",2024-02-28,4,57,0,"[""Fière 🙌"",""@theatredesclochardscelestes @exalto_lyon @tourismepayssalers @burningcatlyon @retrobistro_saintjust @kafestockholm @laboiteacafelyon @rakwe_lafayette"",""@ldlc_arena @ninkasifr @catherine_hargreaves_ @theatrepointdujour @theatrelamouche @andrea_vamos @galerievalerieeymeric @radiantbellevue @iam.officiel @sultanulutas_""]",neutral
#metoo,"[""#metoo""]",2024-02-28,0,14,0,[],neutral
"Took me a long time to be angry. We live in a messed up world. This is a toxic society that favors child abusers & victim blames constantly. 

There is a war at home. If only someone knew? 

❤️🤍💙 🤫❤️‍🩹💔

Post separation abuse is a dangerous place. Some of us do not make it out alive. A divorce is only the beginning. After you leave the abuser comes for your children. Family court tortures you & throws you & your children into an invisible cage. 

💜💔🇺🇸❤️🤍💙

#warathome #believesurvivors #familycourtawarenessmonth #metoofamilycourt #america #childabuse #domesticviolence #childabuseawareness #domesticviolencesurvivor #justiceforlaurelandnova #momlife #postseperationabuse #coercivecontrol #divorce #ptsd #humanrights #childrenarenotforsale #familycourt #bigfoot #narcwise #familycourtreform #familycourtcrisis #parentalalienation #narcissisticabuse #childcustody #divorcinganarcissist","[""#warathome"",""#believesurvivors"",""#familycourtawarenessmonth"",""#metoofamilycourt"",""#america"",""#childabuse"",""#domesticviolence"",""#childabuseawareness"",""#domesticviolencesurvivor"",""#justiceforlaurelandnova"",""#momlife"",""#postseperationabuse"",""#coercivecontrol"",""#divorce"",""#ptsd"",""#humanrights"",""#childrenarenotforsale"",""#familycourt"",""#bigfoot"",""#narcwise"",""#familycourtreform"",""#familycourtcrisis"",""#parentalalienation"",""#narcissisticabuse"",""#childcustody"",""#divorcinganarcissist""]",2024-02-27,3,34,0,"[""…and, the medical profession tells you that you are crazy/hysterical….*insert other bs label*! This planet is a mockery!"",""💯""]",negative
".
.

🏷️
.
.
.
.
.
.
.
.
.
#feminist #feminism #equality #girlpower #womenempowerment #love #feminista #feminismo #womensupportingwomen #womensrights #woman #metoo #selflove #feministart #humanrights #empowerment #intersectionalfeminism #equalrights #racism #girlboss #thefutureisfemale #domesticviolence #freedom #diversity #genderequality #equalityforall #rapeculture #abuse","[""#feminist"",""#feminism"",""#equality"",""#girlpower"",""#womenempowerment"",""#love"",""#feminista"",""#feminismo"",""#womensupportingwomen"",""#womensrights"",""#woman"",""#metoo"",""#selflove"",""#feministart"",""#humanrights"",""#empowerment"",""#intersectionalfeminism"",""#equalrights"",""#racism"",""#girlboss"",""#thefutureisfemale"",""#domesticviolence"",""#freedom"",""#diversity"",""#genderequality"",""#equalityforall"",""#rapeculture"",""#abuse""]",2024-02-18,51,6164,0,"[""💯💯💯"",""Men be like: \""My girlfriend is so crazy and controlling, she's insecure and gets upset at me for no reason!\"" The \""crazy\"" girlfriend: \""Babe, why do have another girl's nudes in your phone?\"""",""So does Christian’s with anyone who doesn’t align with there perfect seeming ego and faith. Usually those having some mental illness. They call it “you have a satan mind”."",""@jason.ir"",""😢😢😢😢😢😢😢"",""I’m taking a screenshot"",""Yup. And then not wanting to take accountability so instead they point the fingers back and say \""WOMEN DO IT TOO\"" lmao ok"",""So true 😢""]",positive
"記憶があいまいなんだけれど・・・
お酒を飲まされてレイプされたかも・・・

誘いを断れなかった自分が悪い、なんでお酒を飲み過ぎたんだろう・・・と自分を責めていませんか？
あなたが望まない性的な行為はすべて性暴力です
ひとりで悩んでいませんか？
あなたには相談できる場所があります

#鳥取 #性暴力を許さない #レイプ #虐待 #いじめ #DV #デートDV #セクハラ #SNS性被害 #わいせつ行為被害 #望まない妊娠 #中絶 #metoo #withyou #ひとりじゃない","[""#鳥取"",""#性暴力を許さない"",""#レイプ"",""#虐待"",""#いじめ"",""#DV"",""#デートDV"",""#セクハラ"",""#SNS性被害"",""#わいせつ行為被害"",""#望まない妊娠"",""#中絶"",""#metoo"",""#withyou"",""#ひとりじゃない""]",2024-02-28,0,-1,0,[],negative
We sure as fuck don’t 💁‍♀️I got tagged in this one twice 🙏don’t know why 🤷‍♀️😂 xxx #PTSD #CPTSD #triggered #flashback #ftp #dailymirror #ptsdsurvivor #sexualassault #thereforeiam #truecrime #westmidlandspolice #police #dissociation #truth #dissociativedisorder #childhoodtraumasurvivor #childsexualabuse #warrior #sexualabusesurvivor #billieeilish #childhoodtraumasurvivor #childhoodsexualabusesurvivor #trauma #warrior #sexualabuse #sexualabusesurvivor #healing #quotes #healing #addiction #mentalheath #psychology #mentoo #metoo,"[""#PTSD"",""#CPTSD"",""#triggered"",""#flashback"",""#ftp"",""#dailymirror"",""#ptsdsurvivor"",""#sexualassault"",""#thereforeiam"",""#truecrime"",""#westmidlandspolice"",""#police"",""#dissociation"",""#truth"",""#dissociativedisorder"",""#childhoodtraumasurvivor"",""#childsexualabuse"",""#warrior"",""#sexualabusesurvivor"",""#billieeilish"",""#childhoodtraumasurvivor"",""#childhoodsexualabusesurvivor"",""#trauma"",""#warrior"",""#sexualabuse"",""#sexualabusesurvivor"",""#healing"",""#quotes"",""#healing"",""#addiction"",""#mentalheath"",""#psychology"",""#mentoo"",""#metoo""]",2024-02-28,2,64,0,"[""❤️🙌❤️"",""Its a nightmare 😢""]",neutral
